attempt_order,learner_id,skill_name,lesson_title,question_id,is_correct,difficulty_level,assessment_type,answered_at,certification_id,lesson_id,exam_id,attempt_no
1159,25,103,Laws on Labor and Transaction,Q-103-2,1,EASY,LESSON_QUIZ,2026-01-02 20:09:00+00:00,1,103,1001,1
1160,25,104,Laws on Security,Q-104-2,1,AVERAGE,MOCK_EXAM,2026-01-02 20:10:00+00:00,1,104,1001,1
1161,25,101,Accounting and Financial Affairs,Q-101-3,0,HARD,MIDDLE_EXAM,2026-01-02 20:14:00+00:00,1,101,1002,1
1162,25,102,Management and Organization Theory,Q-102-3,1,EASY,DIAGNOSTIC,2026-01-02 20:15:00+00:00,1,102,1002,1
1163,25,103,Laws on Labor and Transaction,Q-103-3,1,AVERAGE,MIDDLE_EXAM,2026-01-02 20:16:00+00:00,1,103,1002,1
1164,25,104,Laws on Security,Q-104-3,1,HARD,DIAGNOSTIC,2026-01-02 20:17:00+00:00,1,104,1002,1
1165,25,101,Accounting and Financial Affairs,Q-101-4,1,EASY,MOCK_EXAM,2026-01-02 20:21:00+00:00,1,101,1003,1
1166,25,102,Management and Organization Theory,Q-102-4,0,AVERAGE,LESSON_QUIZ,2026-01-02 20:22:00+00:00,1,102,1003,1
1167,25,103,Laws on Labor and Transaction,Q-103-4,0,HARD,MOCK_EXAM,2026-01-02 20:23:00+00:00,1,103,1003,1
1168,25,104,Laws on Security,Q-104-4,1,EASY,LESSON_QUIZ,2026-01-02 20:24:00+00:00,1,104,1003,1
1169,25,101,Accounting and Financial Affairs,Q-101-5,1,AVERAGE,DIAGNOSTIC,2026-01-02 20:28:00+00:00,1,101,1000,2
1170,25,102,Management and Organization Theory,Q-102-5,0,HARD,MIDDLE_EXAM,2026-01-02 20:29:00+00:00,1,102,1000,2
1171,25,103,Laws on Labor and Transaction,Q-103-5,0,EASY,DIAGNOSTIC,2026-01-02 20:30:00+00:00,1,103,1000,2
1172,25,104,Laws on Security,Q-104-5,0,AVERAGE,MIDDLE_EXAM,2026-01-02 20:31:00+00:00,1,104,1000,2
1173,25,101,Accounting and Financial Affairs,Q-101-6,0,HARD,LESSON_QUIZ,2026-01-02 20:35:00+00:00,1,101,1001,2
1174,25,102,Management and Organization Theory,Q-102-6,1,EASY,MOCK_EXAM,2026-01-02 20:36:00+00:00,1,102,1001,2
1175,25,103,Laws on Labor and Transaction,Q-103-6,1,AVERAGE,LESSON_QUIZ,2026-01-02 20:37:00+00:00,1,103,1001,2
1176,25,104,Laws on Security,Q-104-6,1,HARD,MOCK_EXAM,2026-01-02 20:38:00+00:00,1,104,1001,2
1177,25,101,Accounting and Financial Affairs,Q-101-7,1,EASY,MIDDLE_EXAM,2026-01-02 20:42:00+00:00,1,101,1002,2
1178,25,102,Management and Organization Theory,Q-102-7,1,AVERAGE,DIAGNOSTIC,2026-01-02 20:43:00+00:00,1,102,1002,2
1179,25,103,Laws on Labor and Transaction,Q-103-7,0,HARD,MIDDLE_EXAM,2026-01-02 20:44:00+00:00,1,103,1002,2
1180,25,104,Laws on Security,Q-104-7,1,EASY,DIAGNOSTIC,2026-01-02 20:45:00+00:00,1,104,1002,2
1181,25,101,Accounting and Financial Affairs,Q-101-8,1,AVERAGE,MOCK_EXAM,2026-01-02 20:49:00+00:00,1,101,1003,2
1182,25,102,Management and Organization Theory,Q-102-8,1,HARD,LESSON_QUIZ,2026-01-02 20:50:00+00:00,1,102,1003,2
1183,25,103,Laws on Labor and Transaction,Q-103-8,1,EASY,MOCK_EXAM,2026-01-02 20:51:00+00:00,1,103,1003,2
1184,25,104,Laws on Security,Q-104-8,1,AVERAGE,LESSON_QUIZ,2026-01-02 20:52:00+00:00,1,104,1003,2
1185,25,101,Accounting and Financial Affairs,Q-101-9,1,HARD,DIAGNOSTIC,2026-01-02 20:56:00+00:00,1,101,1000,3
1186,25,102,Management and Organization Theory,Q-102-9,0,EASY,MIDDLE_EXAM,2026-01-02 20:57:00+00:00,1,102,1000,3
1187,25,103,Laws on Labor and Transaction,Q-103-9,1,AVERAGE,DIAGNOSTIC,2026-01-02 20:58:00+00:00,1,103,1000,3
1188,25,104,Laws on Security,Q-104-9,1,HARD,MIDDLE_EXAM,2026-01-02 20:59:00+00:00,1,104,1000,3
1189,25,101,Accounting and Financial Affairs,Q-101-1,1,EASY,LESSON_QUIZ,2026-01-02 21:03:00+00:00,1,101,1001,3
1190,25,102,Management and Organization Theory,Q-102-1,0,AVERAGE,MOCK_EXAM,2026-01-02 21:04:00+00:00,1,102,1001,3
1191,25,103,Laws on Labor and Transaction,Q-103-1,1,HARD,LESSON_QUIZ,2026-01-02 21:05:00+00:00,1,103,1001,3
1192,25,104,Laws on Security,Q-104-1,1,EASY,MOCK_EXAM,2026-01-02 21:06:00+00:00,1,104,1001,3
1193,25,101,Accounting and Financial Affairs,Q-101-2,0,AVERAGE,MIDDLE_EXAM,2026-01-02 21:10:00+00:00,1,101,1002,3
1194,25,102,Management and Organization Theory,Q-102-2,0,HARD,DIAGNOSTIC,2026-01-02 21:11:00+00:00,1,102,1002,3
1195,25,103,Laws on Labor and Transaction,Q-103-2,1,EASY,MIDDLE_EXAM,2026-01-02 21:12:00+00:00,1,103,1002,3
1196,25,104,Laws on Security,Q-104-2,1,AVERAGE,DIAGNOSTIC,2026-01-02 21:13:00+00:00,1,104,1002,3
1197,25,101,Accounting and Financial Affairs,Q-101-3,0,HARD,MOCK_EXAM,2026-01-02 21:17:00+00:00,1,101,1003,3
1198,25,102,Management and Organization Theory,Q-102-3,1,EASY,LESSON_QUIZ,2026-01-02 21:18:00+00:00,1,102,1003,3
1199,25,103,Laws on Labor and Transaction,Q-103-3,0,AVERAGE,MOCK_EXAM,2026-01-02 21:19:00+00:00,1,103,1003,3
1200,25,104,Laws on Security,Q-104-3,1,HARD,LESSON_QUIZ,2026-01-02 21:20:00+00:00,1,104,1003,3
1201,26,101,Accounting and Financial Affairs,Q-101-1,1,AVERAGE,DIAGNOSTIC,2026-01-02 21:30:00+00:00,1,101,1000,1
1202,26,102,Management and Organization Theory,Q-102-1,0,HARD,MIDDLE_EXAM,2026-01-02 21:31:00+00:00,1,102,1000,1
1203,26,103,Laws on Labor and Transaction,Q-103-1,0,EASY,DIAGNOSTIC,2026-01-02 21:32:00+00:00,1,103,1000,1
1204,26,104,Laws on Security,Q-104-1,0,AVERAGE,MIDDLE_EXAM,2026-01-02 21:33:00+00:00,1,104,1000,1
1205,26,101,Accounting and Financial Affairs,Q-101-2,0,HARD,LESSON_QUIZ,2026-01-02 21:37:00+00:00,1,101,1001,1
1206,26,102,Management and Organization Theory,Q-102-2,1,EASY,MOCK_EXAM,2026-01-02 21:38:00+00:00,1,102,1001,1
1207,26,103,Laws on Labor and Transaction,Q-103-2,0,AVERAGE,LESSON_QUIZ,2026-01-02 21:39:00+00:00,1,103,1001,1
1208,26,104,Laws on Security,Q-104-2,1,HARD,MOCK_EXAM,2026-01-02 21:40:00+00:00,1,104,1001,1
1209,26,101,Accounting and Financial Affairs,Q-101-3,0,EASY,MIDDLE_EXAM,2026-01-02 21:44:00+00:00,1,101,1002,1
1210,26,102,Management and Organization Theory,Q-102-3,1,AVERAGE,DIAGNOSTIC,2026-01-02 21:45:00+00:00,1,102,1002,1
1211,26,103,Laws on Labor and Transaction,Q-103-3,0,HARD,MIDDLE_EXAM,2026-01-02 21:46:00+00:00,1,103,1002,1
1212,26,104,Laws on Security,Q-104-3,1,EASY,DIAGNOSTIC,2026-01-02 21:47:00+00:00,1,104,1002,1
1213,26,101,Accounting and Financial Affairs,Q-101-4,1,AVERAGE,MOCK_EXAM,2026-01-02 21:51:00+00:00,1,101,1003,1
1214,26,102,Management and Organization Theory,Q-102-4,0,HARD,LESSON_QUIZ,2026-01-02 21:52:00+00:00,1,102,1003,1
1215,26,103,Laws on Labor and Transaction,Q-103-4,1,EASY,MOCK_EXAM,2026-01-02 21:53:00+00:00,1,103,1003,1
1216,26,104,Laws on Security,Q-104-4,0,AVERAGE,LESSON_QUIZ,2026-01-02 21:54:00+00:00,1,104,1003,1
1217,26,101,Accounting and Financial Affairs,Q-101-5,0,HARD,DIAGNOSTIC,2026-01-02 21:58:00+00:00,1,101,1000,2
1218,26,102,Management and Organization Theory,Q-102-5,0,EASY,MIDDLE_EXAM,2026-01-02 21:59:00+00:00,1,102,1000,2
1219,26,103,Laws on Labor and Transaction,Q-103-5,0,AVERAGE,DIAGNOSTIC,2026-01-02 22:00:00+00:00,1,103,1000,2
1220,26,104,Laws on Security,Q-104-5,1,HARD,MIDDLE_EXAM,2026-01-02 22:01:00+00:00,1,104,1000,2
1221,26,101,Accounting and Financial Affairs,Q-101-6,0,EASY,LESSON_QUIZ,2026-01-02 22:05:00+00:00,1,101,1001,2
1222,26,102,Management and Organization Theory,Q-102-6,0,AVERAGE,MOCK_EXAM,2026-01-02 22:06:00+00:00,1,102,1001,2
1223,26,103,Laws on Labor and Transaction,Q-103-6,1,HARD,LESSON_QUIZ,2026-01-02 22:07:00+00:00,1,103,1001,2
1224,26,104,Laws on Security,Q-104-6,1,EASY,MOCK_EXAM,2026-01-02 22:08:00+00:00,1,104,1001,2
1225,26,101,Accounting and Financial Affairs,Q-101-7,0,AVERAGE,MIDDLE_EXAM,2026-01-02 22:12:00+00:00,1,101,1002,2
1226,26,102,Management and Organization Theory,Q-102-7,0,HARD,DIAGNOSTIC,2026-01-02 22:13:00+00:00,1,102,1002,2
1227,26,103,Laws on Labor and Transaction,Q-103-7,1,EASY,MIDDLE_EXAM,2026-01-02 22:14:00+00:00,1,103,1002,2
1228,26,104,Laws on Security,Q-104-7,0,AVERAGE,DIAGNOSTIC,2026-01-02 22:15:00+00:00,1,104,1002,2
1229,26,101,Accounting and Financial Affairs,Q-101-8,0,HARD,MOCK_EXAM,2026-01-02 22:19:00+00:00,1,101,1003,2
1230,26,102,Management and Organization Theory,Q-102-8,1,EASY,LESSON_QUIZ,2026-01-02 22:20:00+00:00,1,102,1003,2
1231,26,103,Laws on Labor and Transaction,Q-103-8,1,AVERAGE,MOCK_EXAM,2026-01-02 22:21:00+00:00,1,103,1003,2
1232,26,104,Laws on Security,Q-104-8,1,HARD,LESSON_QUIZ,2026-01-02 22:22:00+00:00,1,104,1003,2
1233,26,101,Accounting and Financial Affairs,Q-101-9,1,EASY,DIAGNOSTIC,2026-01-02 22:26:00+00:00,1,101,1000,3
1234,26,102,Management and Organization Theory,Q-102-9,0,AVERAGE,MIDDLE_EXAM,2026-01-02 22:27:00+00:00,1,102,1000,3
1235,26,103,Laws on Labor and Transaction,Q-103-9,0,HARD,DIAGNOSTIC,2026-01-02 22:28:00+00:00,1,103,1000,3
1236,26,104,Laws on Security,Q-104-9,1,EASY,MIDDLE_EXAM,2026-01-02 22:29:00+00:00,1,104,1000,3
1237,26,101,Accounting and Financial Affairs,Q-101-1,1,AVERAGE,LESSON_QUIZ,2026-01-02 22:33:00+00:00,1,101,1001,3
1238,26,102,Management and Organization Theory,Q-102-1,0,HARD,MOCK_EXAM,2026-01-02 22:34:00+00:00,1,102,1001,3
1239,26,103,Laws on Labor and Transaction,Q-103-1,1,EASY,LESSON_QUIZ,2026-01-02 22:35:00+00:00,1,103,1001,3
1240,26,104,Laws on Security,Q-104-1,1,AVERAGE,MOCK_EXAM,2026-01-02 22:36:00+00:00,1,104,1001,3
1241,26,101,Accounting and Financial Affairs,Q-101-2,1,HARD,MIDDLE_EXAM,2026-01-02 22:40:00+00:00,1,101,1002,3
1242,26,102,Management and Organization Theory,Q-102-2,0,EASY,DIAGNOSTIC,2026-01-02 22:41:00+00:00,1,102,1002,3
1243,26,103,Laws on Labor and Transaction,Q-103-2,1,AVERAGE,MIDDLE_EXAM,2026-01-02 22:42:00+00:00,1,103,1002,3
1244,26,104,Laws on Security,Q-104-2,0,HARD,DIAGNOSTIC,2026-01-02 22:43:00+00:00,1,104,1002,3
1245,26,101,Accounting and Financial Affairs,Q-101-3,1,EASY,MOCK_EXAM,2026-01-02 22:47:00+00:00,1,101,1003,3
1246,26,102,Management and Organization Theory,Q-102-3,0,AVERAGE,LESSON_QUIZ,2026-01-02 22:48:00+00:00,1,102,1003,3
1247,26,103,Laws on Labor and Transaction,Q-103-3,1,HARD,MOCK_EXAM,2026-01-02 22:49:00+00:00,1,103,1003,3
1248,26,104,Laws on Security,Q-104-3,1,EASY,LESSON_QUIZ,2026-01-02 22:50:00+00:00,1,104,1003,3
1249,27,101,Accounting and Financial Affairs,Q-101-1,1,EASY,MOCK_EXAM,2026-01-02 23:00:00+00:00,1,101,1000,1
1250,27,102,Management and Organization Theory,Q-102-1,0,AVERAGE,LESSON_QUIZ,2026-01-02 23:01:00+00:00,1,102,1000,1
1251,27,103,Laws on Labor and Transaction,Q-103-1,0,HARD,MOCK_EXAM,2026-01-02 23:02:00+00:00,1,103,1000,1
1252,27,104,Laws on Security,Q-104-1,0,EASY,LESSON_QUIZ,2026-01-02 23:03:00+00:00,1,104,1000,1
1253,27,101,Accounting and Financial Affairs,Q-101-2,0,AVERAGE,DIAGNOSTIC,2026-01-02 23:07:00+00:00,1,101,1001,1
1254,27,102,Management and Organization Theory,Q-102-2,1,HARD,MIDDLE_EXAM,2026-01-02 23:08:00+00:00,1,102,1001,1
1255,27,103,Laws on Labor and Transaction,Q-103-2,0,EASY,DIAGNOSTIC,2026-01-02 23:09:00+00:00,1,103,1001,1
1256,27,104,Laws on Security,Q-104-2,0,AVERAGE,MIDDLE_EXAM,2026-01-02 23:10:00+00:00,1,104,1001,1
1257,27,101,Accounting and Financial Affairs,Q-101-3,0,HARD,LESSON_QUIZ,2026-01-02 23:14:00+00:00,1,101,1002,1
1258,27,102,Management and Organization Theory,Q-102-3,1,EASY,MOCK_EXAM,2026-01-02 23:15:00+00:00,1,102,1002,1
1259,27,103,Laws on Labor and Transaction,Q-103-3,0,AVERAGE,LESSON_QUIZ,2026-01-02 23:16:00+00:00,1,103,1002,1
1260,27,104,Laws on Security,Q-104-3,1,HARD,MOCK_EXAM,2026-01-02 23:17:00+00:00,1,104,1002,1
1261,27,101,Accounting and Financial Affairs,Q-101-4,1,EASY,MIDDLE_EXAM,2026-01-02 23:21:00+00:00,1,101,1003,1
1262,27,102,Management and Organization Theory,Q-102-4,0,AVERAGE,DIAGNOSTIC,2026-01-02 23:22:00+00:00,1,102,1003,1
1263,27,103,Laws on Labor and Transaction,Q-103-4,0,HARD,MIDDLE_EXAM,2026-01-02 23:23:00+00:00,1,103,1003,1
1264,27,104,Laws on Security,Q-104-4,1,EASY,DIAGNOSTIC,2026-01-02 23:24:00+00:00,1,104,1003,1
1265,27,101,Accounting and Financial Affairs,Q-101-5,0,AVERAGE,MOCK_EXAM,2026-01-02 23:28:00+00:00,1,101,1000,2
1266,27,102,Management and Organization Theory,Q-102-5,1,HARD,LESSON_QUIZ,2026-01-02 23:29:00+00:00,1,102,1000,2
1267,27,103,Laws on Labor and Transaction,Q-103-5,0,EASY,MOCK_EXAM,2026-01-02 23:30:00+00:00,1,103,1000,2
1268,27,104,Laws on Security,Q-104-5,1,AVERAGE,LESSON_QUIZ,2026-01-02 23:31:00+00:00,1,104,1000,2
1269,27,101,Accounting and Financial Affairs,Q-101-6,0,HARD,DIAGNOSTIC,2026-01-02 23:35:00+00:00,1,101,1001,2
1270,27,102,Management and Organization Theory,Q-102-6,0,EASY,MIDDLE_EXAM,2026-01-02 23:36:00+00:00,1,102,1001,2
1271,27,103,Laws on Labor and Transaction,Q-103-6,1,AVERAGE,DIAGNOSTIC,2026-01-02 23:37:00+00:00,1,103,1001,2
1272,27,104,Laws on Security,Q-104-6,1,HARD,MIDDLE_EXAM,2026-01-02 23:38:00+00:00,1,104,1001,2
1273,27,101,Accounting and Financial Affairs,Q-101-7,0,EASY,LESSON_QUIZ,2026-01-02 23:42:00+00:00,1,101,1002,2
1274,27,102,Management and Organization Theory,Q-102-7,1,AVERAGE,MOCK_EXAM,2026-01-02 23:43:00+00:00,1,102,1002,2
1275,27,103,Laws on Labor and Transaction,Q-103-7,0,HARD,LESSON_QUIZ,2026-01-02 23:44:00+00:00,1,103,1002,2
1276,27,104,Laws on Security,Q-104-7,0,EASY,MOCK_EXAM,2026-01-02 23:45:00+00:00,1,104,1002,2
1277,27,101,Accounting and Financial Affairs,Q-101-8,1,AVERAGE,MIDDLE_EXAM,2026-01-02 23:49:00+00:00,1,101,1003,2
1278,27,102,Management and Organization Theory,Q-102-8,1,HARD,DIAGNOSTIC,2026-01-02 23:50:00+00:00,1,102,1003,2
1279,27,103,Laws on Labor and Transaction,Q-103-8,1,EASY,MIDDLE_EXAM,2026-01-02 23:51:00+00:00,1,103,1003,2
1280,27,104,Laws on Security,Q-104-8,1,AVERAGE,DIAGNOSTIC,2026-01-02 23:52:00+00:00,1,104,1003,2
1281,27,101,Accounting and Financial Affairs,Q-101-9,0,HARD,MOCK_EXAM,2026-01-02 23:56:00+00:00,1,101,1000,3
1282,27,102,Management and Organization Theory,Q-102-9,1,EASY,LESSON_QUIZ,2026-01-02 23:57:00+00:00,1,102,1000,3
1283,27,103,Laws on Labor and Transaction,Q-103-9,1,AVERAGE,MOCK_EXAM,2026-01-02 23:58:00+00:00,1,103,1000,3
1284,27,104,Laws on Security,Q-104-9,1,HARD,LESSON_QUIZ,2026-01-02 23:59:00+00:00,1,104,1000,3
1285,27,101,Accounting and Financial Affairs,Q-101-1,0,EASY,DIAGNOSTIC,2026-01-03 00:03:00+00:00,1,101,1001,3
1286,27,102,Management and Organization Theory,Q-102-1,1,AVERAGE,MIDDLE_EXAM,2026-01-03 00:04:00+00:00,1,102,1001,3
1287,27,103,Laws on Labor and Transaction,Q-103-1,0,HARD,DIAGNOSTIC,2026-01-03 00:05:00+00:00,1,103,1001,3
1288,27,104,Laws on Security,Q-104-1,1,EASY,MIDDLE_EXAM,2026-01-03 00:06:00+00:00,1,104,1001,3
1289,27,101,Accounting and Financial Affairs,Q-101-2,0,AVERAGE,LESSON_QUIZ,2026-01-03 00:10:00+00:00,1,101,1002,3
1290,27,102,Management and Organization Theory,Q-102-2,0,HARD,MOCK_EXAM,2026-01-03 00:11:00+00:00,1,102,1002,3
1291,27,103,Laws on Labor and Transaction,Q-103-2,0,EASY,LESSON_QUIZ,2026-01-03 00:12:00+00:00,1,103,1002,3
1292,27,104,Laws on Security,Q-104-2,0,AVERAGE,MOCK_EXAM,2026-01-03 00:13:00+00:00,1,104,1002,3
1293,27,101,Accounting and Financial Affairs,Q-101-3,1,HARD,MIDDLE_EXAM,2026-01-03 00:17:00+00:00,1,101,1003,3
1294,27,102,Management and Organization Theory,Q-102-3,0,EASY,DIAGNOSTIC,2026-01-03 00:18:00+00:00,1,102,1003,3
1295,27,103,Laws on Labor and Transaction,Q-103-3,1,AVERAGE,MIDDLE_EXAM,2026-01-03 00:19:00+00:00,1,103,1003,3
1296,27,104,Laws on Security,Q-104-3,1,HARD,DIAGNOSTIC,2026-01-03 00:20:00+00:00,1,104,1003,3
1297,28,101,Accounting and Financial Affairs,Q-101-1,0,HARD,MIDDLE_EXAM,2026-01-03 00:30:00+00:00,1,101,1000,1
1298,28,102,Management and Organization Theory,Q-102-1,1,EASY,DIAGNOSTIC,2026-01-03 00:31:00+00:00,1,102,1000,1
1299,28,103,Laws on Labor and Transaction,Q-103-1,1,AVERAGE,MIDDLE_EXAM,2026-01-03 00:32:00+00:00,1,103,1000,1
1300,28,104,Laws on Security,Q-104-1,0,HARD,DIAGNOSTIC,2026-01-03 00:33:00+00:00,1,104,1000,1
1301,28,101,Accounting and Financial Affairs,Q-101-2,1,EASY,MOCK_EXAM,2026-01-03 00:37:00+00:00,1,101,1001,1
1302,28,102,Management and Organization Theory,Q-102-2,1,AVERAGE,LESSON_QUIZ,2026-01-03 00:38:00+00:00,1,102,1001,1
1303,28,103,Laws on Labor and Transaction,Q-103-2,0,HARD,MOCK_EXAM,2026-01-03 00:39:00+00:00,1,103,1001,1
1304,28,104,Laws on Security,Q-104-2,1,EASY,LESSON_QUIZ,2026-01-03 00:40:00+00:00,1,104,1001,1
1305,28,101,Accounting and Financial Affairs,Q-101-3,0,AVERAGE,DIAGNOSTIC,2026-01-03 00:44:00+00:00,1,101,1002,1
1306,28,102,Management and Organization Theory,Q-102-3,0,HARD,MIDDLE_EXAM,2026-01-03 00:45:00+00:00,1,102,1002,1
1307,28,103,Laws on Labor and Transaction,Q-103-3,1,EASY,DIAGNOSTIC,2026-01-03 00:46:00+00:00,1,103,1002,1
1308,28,104,Laws on Security,Q-104-3,1,AVERAGE,MIDDLE_EXAM,2026-01-03 00:47:00+00:00,1,104,1002,1
1309,28,101,Accounting and Financial Affairs,Q-101-4,1,HARD,LESSON_QUIZ,2026-01-03 00:51:00+00:00,1,101,1003,1
1310,28,102,Management and Organization Theory,Q-102-4,0,EASY,MOCK_EXAM,2026-01-03 00:52:00+00:00,1,102,1003,1
1311,28,103,Laws on Labor and Transaction,Q-103-4,1,AVERAGE,LESSON_QUIZ,2026-01-03 00:53:00+00:00,1,103,1003,1
1312,28,104,Laws on Security,Q-104-4,0,HARD,MOCK_EXAM,2026-01-03 00:54:00+00:00,1,104,1003,1
1313,28,101,Accounting and Financial Affairs,Q-101-5,0,EASY,MIDDLE_EXAM,2026-01-03 00:58:00+00:00,1,101,1000,2
1314,28,102,Management and Organization Theory,Q-102-5,0,AVERAGE,DIAGNOSTIC,2026-01-03 00:59:00+00:00,1,102,1000,2
1315,28,103,Laws on Labor and Transaction,Q-103-5,1,HARD,MIDDLE_EXAM,2026-01-03 01:00:00+00:00,1,103,1000,2
1316,28,104,Laws on Security,Q-104-5,1,EASY,DIAGNOSTIC,2026-01-03 01:01:00+00:00,1,104,1000,2
1317,28,101,Accounting and Financial Affairs,Q-101-6,1,AVERAGE,MOCK_EXAM,2026-01-03 01:05:00+00:00,1,101,1001,2
1318,28,102,Management and Organization Theory,Q-102-6,1,HARD,LESSON_QUIZ,2026-01-03 01:06:00+00:00,1,102,1001,2
1319,28,103,Laws on Labor and Transaction,Q-103-6,1,EASY,MOCK_EXAM,2026-01-03 01:07:00+00:00,1,103,1001,2
1320,28,104,Laws on Security,Q-104-6,0,AVERAGE,LESSON_QUIZ,2026-01-03 01:08:00+00:00,1,104,1001,2
1321,28,101,Accounting and Financial Affairs,Q-101-7,0,HARD,DIAGNOSTIC,2026-01-03 01:12:00+00:00,1,101,1002,2
1322,28,102,Management and Organization Theory,Q-102-7,1,EASY,MIDDLE_EXAM,2026-01-03 01:13:00+00:00,1,102,1002,2
1323,28,103,Laws on Labor and Transaction,Q-103-7,1,AVERAGE,DIAGNOSTIC,2026-01-03 01:14:00+00:00,1,103,1002,2
1324,28,104,Laws on Security,Q-104-7,1,HARD,MIDDLE_EXAM,2026-01-03 01:15:00+00:00,1,104,1002,2
1325,28,101,Accounting and Financial Affairs,Q-101-8,0,EASY,LESSON_QUIZ,2026-01-03 01:19:00+00:00,1,101,1003,2
1326,28,102,Management and Organization Theory,Q-102-8,1,AVERAGE,MOCK_EXAM,2026-01-03 01:20:00+00:00,1,102,1003,2
1327,28,103,Laws on Labor and Transaction,Q-103-8,0,HARD,LESSON_QUIZ,2026-01-03 01:21:00+00:00,1,103,1003,2
1328,28,104,Laws on Security,Q-104-8,0,EASY,MOCK_EXAM,2026-01-03 01:22:00+00:00,1,104,1003,2
1329,28,101,Accounting and Financial Affairs,Q-101-9,1,AVERAGE,MIDDLE_EXAM,2026-01-03 01:26:00+00:00,1,101,1000,3
1330,28,102,Management and Organization Theory,Q-102-9,1,HARD,DIAGNOSTIC,2026-01-03 01:27:00+00:00,1,102,1000,3
1331,28,103,Laws on Labor and Transaction,Q-103-9,1,EASY,MIDDLE_EXAM,2026-01-03 01:28:00+00:00,1,103,1000,3
1332,28,104,Laws on Security,Q-104-9,1,AVERAGE,DIAGNOSTIC,2026-01-03 01:29:00+00:00,1,104,1000,3
1333,28,101,Accounting and Financial Affairs,Q-101-1,0,HARD,MOCK_EXAM,2026-01-03 01:33:00+00:00,1,101,1001,3
1334,28,102,Management and Organization Theory,Q-102-1,1,EASY,LESSON_QUIZ,2026-01-03 01:34:00+00:00,1,102,1001,3
1335,28,103,Laws on Labor and Transaction,Q-103-1,0,AVERAGE,MOCK_EXAM,2026-01-03 01:35:00+00:00,1,103,1001,3
1336,28,104,Laws on Security,Q-104-1,1,HARD,LESSON_QUIZ,2026-01-03 01:36:00+00:00,1,104,1001,3
1337,28,101,Accounting and Financial Affairs,Q-101-2,1,EASY,DIAGNOSTIC,2026-01-03 01:40:00+00:00,1,101,1002,3
1338,28,102,Management and Organization Theory,Q-102-2,1,AVERAGE,MIDDLE_EXAM,2026-01-03 01:41:00+00:00,1,102,1002,3
1339,28,103,Laws on Labor and Transaction,Q-103-2,0,HARD,DIAGNOSTIC,2026-01-03 01:42:00+00:00,1,103,1002,3
1340,28,104,Laws on Security,Q-104-2,1,EASY,MIDDLE_EXAM,2026-01-03 01:43:00+00:00,1,104,1002,3
1341,28,101,Accounting and Financial Affairs,Q-101-3,1,AVERAGE,LESSON_QUIZ,2026-01-03 01:47:00+00:00,1,101,1003,3
1342,28,102,Management and Organization Theory,Q-102-3,1,HARD,MOCK_EXAM,2026-01-03 01:48:00+00:00,1,102,1003,3
1343,28,103,Laws on Labor and Transaction,Q-103-3,1,EASY,LESSON_QUIZ,2026-01-03 01:49:00+00:00,1,103,1003,3
1344,28,104,Laws on Security,Q-104-3,1,AVERAGE,MOCK_EXAM,2026-01-03 01:50:00+00:00,1,104,1003,3
1345,29,101,Accounting and Financial Affairs,Q-101-1,0,AVERAGE,DIAGNOSTIC,2026-01-03 02:00:00+00:00,1,101,1000,1
1346,29,102,Management and Organization Theory,Q-102-1,0,HARD,MIDDLE_EXAM,2026-01-03 02:01:00+00:00,1,102,1000,1
1347,29,103,Laws on Labor and Transaction,Q-103-1,0,EASY,DIAGNOSTIC,2026-01-03 02:02:00+00:00,1,103,1000,1
1348,29,104,Laws on Security,Q-104-1,0,AVERAGE,MIDDLE_EXAM,2026-01-03 02:03:00+00:00,1,104,1000,1
1349,29,101,Accounting and Financial Affairs,Q-101-2,0,HARD,LESSON_QUIZ,2026-01-03 02:07:00+00:00,1,101,1001,1
1350,29,102,Management and Organization Theory,Q-102-2,1,EASY,MOCK_EXAM,2026-01-03 02:08:00+00:00,1,102,1001,1
1351,29,103,Laws on Labor and Transaction,Q-103-2,1,AVERAGE,LESSON_QUIZ,2026-01-03 02:09:00+00:00,1,103,1001,1
1352,29,104,Laws on Security,Q-104-2,0,HARD,MOCK_EXAM,2026-01-03 02:10:00+00:00,1,104,1001,1
1353,29,101,Accounting and Financial Affairs,Q-101-3,1,EASY,MIDDLE_EXAM,2026-01-03 02:14:00+00:00,1,101,1002,1
1354,29,102,Management and Organization Theory,Q-102-3,0,AVERAGE,DIAGNOSTIC,2026-01-03 02:15:00+00:00,1,102,1002,1
1355,29,103,Laws on Labor and Transaction,Q-103-3,1,HARD,MIDDLE_EXAM,2026-01-03 02:16:00+00:00,1,103,1002,1
1356,29,104,Laws on Security,Q-104-3,0,EASY,DIAGNOSTIC,2026-01-03 02:17:00+00:00,1,104,1002,1
1357,29,101,Accounting and Financial Affairs,Q-101-4,1,AVERAGE,MOCK_EXAM,2026-01-03 02:21:00+00:00,1,101,1003,1
1358,29,102,Management and Organization Theory,Q-102-4,0,HARD,LESSON_QUIZ,2026-01-03 02:22:00+00:00,1,102,1003,1
1359,29,103,Laws on Labor and Transaction,Q-103-4,1,EASY,MOCK_EXAM,2026-01-03 02:23:00+00:00,1,103,1003,1
1360,29,104,Laws on Security,Q-104-4,1,AVERAGE,LESSON_QUIZ,2026-01-03 02:24:00+00:00,1,104,1003,1
